objectid,parentid,title,photographer,date,date-is-approximate,description,item_information,postcard_type,subject,location,state,latitude,longitude,publisher,publisher_location,identifier,rights,source,rightsstatement,original format,type,format,language,filename,display_template,object_location,image_small,image_thumb
nwpostcards1562,,"Six men peeling potatoes. Camp Lewis, Washington.",,1918,yes,Postcard of men peeling potatoes at Camp Lewis in Washington state.,,photographic postcard,men; peelers; army camps; army housing; army bases; buckets (vessels); buildings; photographic postcards,"Fort Lewis, Washington",Washington,47.115847,-122.542752,,,pg_9_17_02,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_02.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_02.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_02_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_02_th.jpg
nwpostcards1563,,"Famous Lewiston Hill, Lewiston, Idaho.",Ross Hall,1930,yes,"Postcard of the hill and highway north of Lewiston, Idaho.",,photographic postcard,rivers; cities; bridges; highways; mountains; photographic postcards,"Lewiston, Idaho",Idaho,46.397576,-116.991953,Ross Hall Studio,"Sandpoint, ID",pg_9_17_03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_03.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_03.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_03_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_03_th.jpg
nwpostcards1564,,"Lewiston Hill. North of Lewiston, Idaho",,1970,yes,"Postcard of Lewiston, Idaho and Clarkston, Washington and the confluence of the Clearwater and the Snake Rivers. | The Lewiston Hill on Hwy 95. The north-bound motorist leaves Lewiston and ascends 2000 feet over 11 miles of continuously winding road. The confluence of the Clearwater (left) and the Snake Rivers may be seen in the distance",,photographic postcard,rivers; cities; bridges; highways; mountains; automobiles; photographic postcards,"Lewiston, Idaho",Idaho,46.460824,-117.014888,Ross Hall Studio,"Sandpoint, ID",pg_9_17_03b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_03b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_03b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_03b_th.jpg
nwpostcards1565,nwpostcards1564,,,,,,,,,,,,,,,pg_9_17_03b,,,,,,image/jpeg,,pg_9_17_03b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_03b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_03b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_03b_th.jpg
nwpostcards1566,nwpostcards1564,,,,,,,,,,,,,,,pg_9_17_03b_b,,,,,,image/jpeg,,pg_9_17_03b_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_03b_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_03b_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_03b_b_th.jpg
nwpostcards1567,,"Sheepherding wagon at base of Boulder Mountain near Sun Valley, Idaho.",D.M. Dorward,1970,yes,"Postcard of a sheepherding wagon at the base of Boulder Mountain near Sun Valley, Idaho. | Sheepherding wagon at base of Boulder Mountain near Sun Valley, Idaho.",,photographic postcard,Equus caballus (species); horse-drawn vehicles; trees; mountains; photographic postcards,"Sun Valley, Idaho",Idaho,43.812125,-114.520651,D.M. Dorward,"Ketchum, ID",pg_9_17_07a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"4x6, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_07a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_07a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_07a_th.jpg
nwpostcards1568,nwpostcards1567,,,,,,,,,,,,,,,pg_9_17_07a,,,,,,image/jpeg,,pg_9_17_07a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_07a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_07a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_07a_th.jpg
nwpostcards1569,nwpostcards1567,,,,,,,,,,,,,,,pg_9_17_07a_b,,,,,,image/jpeg,,pg_9_17_07a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_07a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_07a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_07a_b_th.jpg
nwpostcards1570,,"Devil's Elbow and Pacific & Idaho Northern Road, Idaho. Train.",,1920,yes,"Postcard of a train travelling around a sharp corner near Wallace, Idaho.",,photographic postcard,railroads;  trains (vehicle groupings); mountains; trees; rivers; photographic postcards,"Wallace, Idaho",Idaho,47.775726,-116.031302,Wesley Andrews,"Baker, OR",pg_9_17_05a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,pg_9_17_05a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_05a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_05a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_05a_th.jpg
nwpostcards1571,,Camas Prairie freight train on trestle above Lapwai Canyon.,,1970,yes,"Postcard of a train traveling on the Camas Prairie in Idaho. | The Camas Prairie freight emerges from a tunnel onto a winding trestle along a section of difficult roadbed. Below, in Lapwai Canyon between Lewiston and Grangeville, Idaho, Highway 95 can be viewed in a new, modern stretch of thoroughfare. This highway replaced the tortuous Winchester grade.",,photographic postcard,trestles (bridges); railroads; trains; trees; highways; mountains; photographic postcards,"Lapwai, Idaho",Idaho,46.324127,-116.572694,Ross Hall Scenics,"Sandpoint, ID",pg_9_17_10a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_10a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_10a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_10a_th.jpg
nwpostcards1572,nwpostcards1571,,,,,,,,,,,,,,,pg_9_17_10a,,,,,,image/jpeg,,pg_9_17_10a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_10a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_10a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_10a_th.jpg
nwpostcards1573,nwpostcards1571,,,,,,,,,,,,,,,pg_9_17_10a_b,,,,,,image/jpeg,,pg_9_17_10a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_10a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_10a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_10a_b_th.jpg
nwpostcards1574,,"Idaho National Guard Building, Moscow, Idaho. 124.",,1930,yes,"Postcard of the Idaho National Guard Building in Moscow, Idaho.",,photographic postcard,buildings; military buildings; photographic postcards,"Moscow, Idaho",Idaho,46.724528,-116.98511,,,pg_9_17_11a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_11a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_11a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_11a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_11a_th.jpg
nwpostcards1575,,"Union Depot. Moscow, Idaho. 117.",,1930,yes,"Postcard of a train station in Moscow, Idaho.",,photographic postcard,buildings; railroads; railroad stations; pole lamps; photographic postcards,"Moscow, Idaho",Idaho,46.729573,-117.00571,,,pg_9_17_12a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_12a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_12a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_12a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_12a_th.jpg
nwpostcards1576,,"Rocky Mountain Sheep. Sawtooth Mountains, Idaho",Wesley Andrews?,1920,yes,"Postcard of Bighorn Sheep in the Sawtooth Mountains, Idaho.",,photographic postcard,Ovis (genus); trees; mountains; rocks; photographic postcards,"Sawtooth Mountains; Sawtooth National Forest, Idaho",Idaho,44.196174,-115.041289,,,pg_9_17_13a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_13a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_13a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_13a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_13a_th.jpg
nwpostcards1577,,Elk bulls of the Sawtooth,Wesley Andrews?,1930,yes,Postcard of Elk Bulls in the Sawtooth Mountains in Idaho.,,photographic postcard,Cervus Canadensis (species); trees; mountains; fields (land; photographic postcards,"Sawtooth Mountains; Sawtooth National Forest, Idaho",Idaho,44.192513,-114.966609,,,pg_9_17_14a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_14a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_14a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_14a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_14a_th.jpg
nwpostcards1578,,Bear grass in bloom in North Idaho,Ross Hall,1920,yes,Postcard of Bear Grass blooming in the mountains of Idaho.,,photographic postcard,perennials; rocks; mountains; trees; photographic postcards,"Bonners Ferry, Idaho",Idaho,48.680449,-116.626961,Ross Hall Studio,"Sandpoint, ID",pg_9_17_15a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_15a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_15a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_15a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_15a_th.jpg
nwpostcards1579,,"Field of Camassia quamash (Camas) growing near Highway #21, Idaho Boise Basin route",,1960,yes,"Postcard of a field of Camas flowers in Idaho. | Wild Camas growing near Highway #21, Idaho Boise Basin route. The Nez Perce Indians made flour from the dried bulbs and also ate them after steaming them in a pit preheated with hot rocks covered with dirt and drenched with water. These same Indians gave a quantity of Camas flower to the half starved Lewis & Clark party as they emerged from the Lolo Trail (1805) on their way to the Pacific Ocean.",,photographic postcard,perennials; flowers; fields (land); mountains; photographic postcards,"Grangeville, Idaho",Idaho,45.908226,-116.127427,H.W. Steward,"Boise, ID",pg_9_17_16a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",http://rightsstatements.org/vocab/InC-EDU/1.0/,"3.5x5.5, color postcard",Image;StillImage,image/jpeg,eng,,multiple,https://objects.lib.uidaho.edu/postcards/pg_9_17_16a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_16a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_16a_th.jpg
nwpostcards1580,nwpostcards1579,,,,,,,,,,,,,,,pg_9_17_16a,,,,,,image/jpeg,,pg_9_17_16a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_16a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_16a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_16a_th.jpg
nwpostcards1581,nwpostcards1579,,,,,,,,,,,,,,,pg_9_17_16a_b,,,,,,image/jpeg,,pg_9_17_16a_b.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_16a_b.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_16a_b_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_16a_b_th.jpg
nwpostcards1582,,Unidentified home,,1920,yes,Postcard of a man standing in front of an unidentified home.,,photographic postcard,houses; buildings; men; trees; photographic postcards,"Moscow, Idaho",Idaho,46.730116,-116.98761,,,pg_9_17_17a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,image/jpeg,eng,pg_9_17_17a.jpg,image,https://objects.lib.uidaho.edu/postcards/pg_9_17_17a.jpg,https://objects.lib.uidaho.edu/postcards/small/pg_9_17_17a_sm.jpg,https://objects.lib.uidaho.edu/postcards/thumbs/pg_9_17_17a_th.jpg
